ds,yhat
2016-05-02,93.6639781606817
2016-05-03,90.78165622567624
2016-05-04,91.53299504784869
2016-05-05,94.83684724357278
2016-05-06,101.84026804544821
2016-05-07,98.8440471314
2016-05-08,95.15318931595779
2016-05-09,94.9228144292961
2016-05-10,92.13221007779838
2016-05-11,93.01124927812405
2016-05-12,96.47619916272942
2016-05-13,103.6704314179561
2016-05-14,100.89003051385217
2016-05-15,97.43438508812535
2016-05-16,97.45222983389257
2016-05-17,94.91586761219004
2016-05-18,96.04777892708748
2016-05-19,99.75663937128273
2016-05-20,107.17824954414652
2016-05-21,104.65280454892638
2016-05-22,101.42139374609019
2016-05-23,101.62656730725034
2016-05-24,99.23531688657386
2016-05-25,100.46585942403136
2016-05-26,104.22380162255931
2016-05-27,111.64318489673174
2016-05-28,109.01239652114941
2016-05-29,105.6250228571446
2016-05-30,105.62610366391513
2016-05-31,102.9865102677286
2016-06-01,103.92964939516101
2016-06-02,107.36750973018948
2016-06-03,114.44155405020317
2016-06-04,111.44844677153627
2016-06-05,107.69069781401438
2016-06-06,107.32268760540182
2016-06-07,104.32480242988902
2016-06-08,104.92988878502143
2016-06-09,108.05905089318317
2016-06-10,114.86230132878761
2016-06-11,111.64406150788896
2016-06-12,107.7135994722987
2016-06-13,107.23087572373205
2016-06-14,104.11738557434992
2016-06-15,104.67194047568547
2016-06-16,107.81695658743622
2016-06-17,114.7022217000797
2016-06-18,111.63040856693807
2016-06-19,107.90756760521607
2016-06-20,107.6890681110275
2016-06-21,104.95371957000165
2016-06-22,105.93028208100772
2016-06-23,109.53338835351987
2016-06-24,116.9043835594869
2016-06-25,114.33707421426693
2016-06-26,111.1284662148132
2016-06-27,111.4249539653504
2016-06-28,109.19668487629848
2016-06-29,110.66430109313356
2016-06-30,114.7350741016132
2016-07-01,122.54393222500207
2016-07-02,120.37936665841941
2016-07-03,117.53429154124208
2016-07-04,118.15231641126435
2016-07-05,116.20215289097243
2016-07-06,117.90435625415002
2016-07-07,122.03624803188912
2016-07-08,129.86636872876318
2016-07-09,127.68675340318242
2016-07-10,124.79480479468535
2016-07-11,125.33937940063214
2016-07-12,123.29498360612908
2016-07-13,124.88828697930121
2016-07-14,129.0339754700453
2016-07-15,136.87545325246924
2016-07-16,134.71038896283142
2016-07-17,131.84119302855328
2016-07-18,132.4208963885397
2016-07-19,130.42716482242776
2016-07-20,132.08866194970517
2016-07-21,136.3207886946237
2016-07-22,144.2663119685457
2016-07-23,142.22088116123078
2016-07-24,139.48352071240677
2016-07-25,140.2025693189583
2016-07-26,138.34979891227283
2016-07-27,140.14692406595586
2016-07-28,144.50152596915592
2016-07-29,152.42907639319924
2016-07-30,150.33516688429003
2016-07-31,147.50979972025397
2016-08-01,148.09242876489125
2016-08-02,146.04636295093135
2016-08-03,147.5855573882064
2016-08-04,151.61080803960812
2016-08-05,159.250849902712
2016-08-06,156.78834387239914
2016-08-07,153.51082691317814
2016-08-08,153.55708261599727
2016-08-09,150.89165233713882
2016-08-10,151.73168555961138
2016-08-11,154.9831428561542
2016-08-12,161.7818502032845
2016-08-13,158.41939005151013
2016-08-14,154.19390543259527
2016-08-15,153.25627721766685
2016-08-16,149.58439907579947
2016-08-17,149.40975432715362
2016-08-18,151.39644990840227
2016-08-19,156.9525375584947
2016-08-20,152.38496808163706
2016-08-21,147.006911341643
2016-08-22,144.98358711789172
2016-08-23,140.30620502235965
2016-08-24,139.21822630617334
2016-08-25,140.65097570654538
2016-08-26,145.7641170444384
2016-08-27,140.87099272880246
2016-08-28,135.28891759450565
2016-08-29,133.18490035014977
2016-08-30,128.5495290121447
2016-08-31,127.62323469304175
2016-09-01,129.33196198450298
2016-09-02,134.8277582841782
2016-09-03,130.41427944980433
2016-09-04,125.3972980991866
2016-09-05,123.93068250129026
2016-09-06,119.99057602415307
2016-09-07,119.80198419172585
2016-09-08,122.2442629271732
2016-09-09,128.48364499172698
2016-09-10,124.80752684617582
2016-09-11,120.50585978692517
2016-09-12,119.71747148117706
2016-09-13,116.4045662815527
2016-09-14,116.77960377695885
2016-09-15,119.74156901774305
2016-09-16,126.41713245398336
2016-09-17,123.08668351709821
2016-09-18,119.03531190834661
2016-09-19,118.39919378643833
2016-09-20,115.140103832591
2016-09-21,115.47225323411163
2016-09-22,118.29846892402016
2016-09-23,124.75121526147518
2016-09-24,121.11844637256885
2016-09-25,116.69436851745213
2016-09-26,115.62557583506577
2016-09-27,111.88528728225998
2016-09-28,111.69989213450445
2016-09-29,113.98482699722301
2016-09-30,119.96597138535378
2016-10-01,115.86316674722408
2016-10-02,110.98272736168352
2016-10-03,109.4826313789156
2016-10-04,105.34651679629526
2016-10-05,104.81001680199361
2016-10-06,106.79646174620113
2016-10-07,112.45745989859469
2016-10-08,108.098354972453
2016-10-09,103.02864810360286
2016-10-10,101.4078543360848
2016-10-11,97.21952637866134
2016-10-12,96.69765610945569
2016-10-13,98.76247802220699
2016-10-14,104.56118288920574
2016-10-15,100.3935350535981
2016-10-16,95.56247593495917
2016-10-17,94.22017831796431
2016-10-18,90.34227849326786
2016-10-19,90.15449098446845
2016-10-20,92.56862442551402
2016-10-21,98.77054920520077
2016-10-22,95.00486681240115
2016-10-23,90.56683608466167
2016-10-24,89.60154009137165
2016-10-25,86.07825616303148
2016-10-26,86.21718378779283
2016-10-27,88.92554743179264
2016-10-28,95.33857649652512
2016-10-29,91.74535095897116
2016-10-30,87.43959168806714
2016-10-31,86.56585773226564
2016-11-01,83.09387668602274
2016-11-02,83.24521318066475
2016-11-03,85.92929556831125
2016-11-04,92.28430629731942
2016-11-05,88.60292796253937
2016-11-06,84.1830274912659
2016-11-07,83.17374414052135
2016-11-08,79.54971059863547
2016-11-09,79.53761512791746
2016-11-10,82.05212733364665
2016-11-11,88.23669513214804
2016-11-12,84.41149921530541
2016-11-13,79.85718490779011
2016-11-14,78.7277649172164
2016-11-15,75.00249504136211
2016-11-16,74.912393978225
2016-11-17,77.37613624556913
2016-11-18,83.54082457719672
2016-11-19,79.70763388262738
2016-11-20,75.18240863236524
2016-11-21,74.1216781309029
2016-11-22,70.50681725291636
2016-11-23,70.57055848800191
2016-11-24,73.23287555269522
2016-11-25,79.64174373094208
2016-11-26,76.09876816329245
2016-11-27,71.9097614741003
2016-11-28,71.23073515900133
2016-11-29,68.04203271914878
2016-11-30,68.57481125117643
2016-12-01,71.74689304680541
2016-12-02,78.70349405136145
2016-12-03,75.74282242516563
2016-12-04,72.16663088180117
2016-12-05,72.12618968352744
2016-12-06,69.59641081212642
2016-12-07,70.74660254509529
2016-12-08,74.54352823136864
2016-12-09,82.12497844074434
2016-12-10,79.78115123835576
2016-12-11,76.80527564300104
2016-12-12,77.3396758485141
2016-12-13,75.35000682445313
2016-12-14,77.05186992477118
2016-12-15,81.3468311241555
2016-12-16,89.3633488205378
2016-12-17,87.38260346816998
2016-12-18,84.68931060524712
2016-12-19,85.41798089136624
2016-12-20,83.52735326647144
2016-12-21,85.22720494342913
2016-12-22,89.41455565075826
2016-12-23,97.2147677162308
2016-12-24,94.90752891402195
2016-12-25,91.77779446375743
2016-12-26,91.96214694778944
2016-12-27,89.42329589585376
2016-12-28,90.37691702263342
2016-12-29,93.7278455843973
2016-12-30,100.61112339171247
2016-12-31,97.31788534497592
2017-01-01,93.14616189730697
2017-01-02,92.24705734873959
2017-01-03,88.5337311533061
2017-01-04,88.30386982674808
2017-01-05,90.47969998465861
2017-01-06,96.21401592778477
2017-01-07,91.81572979541892
2017-01-08,86.60032464294468
2017-01-09,84.73567804590067
2017-01-10,80.21598835821716
2017-01-11,79.28801531771818
2017-01-12,80.88666224261814
2017-01-13,86.17541290913367
2017-01-14,81.471622979118
2017-01-15,76.0967564878469
2017-01-16,74.22204114151202
2017-01-17,69.84227967348768
2017-01-18,69.20203288927212
2017-01-19,71.23120426960294
2017-01-20,77.08554043872432
2017-01-21,73.07204711474523
2017-01-22,68.49940930734408
2017-01-23,67.52388629135586
2017-01-24,64.12341396150617
2017-01-25,64.52412422716907
2017-01-26,67.6363041454494
2017-01-27,74.59530089377841
2017-01-28,71.68736314916355
2017-01-29,68.20049796489927
2017-01-30,68.27080360870428
2017-01-31,65.85700076459426
2017-02-01,67.16736167040891
2017-02-02,71.0960501758296
2017-02-03,78.76436972989589
2017-02-04,76.5739857210955
2017-02-05,73.67677364248568
2017-02-06,74.20258855201536
2017-02-07,72.10683283571863
2017-02-08,73.59743935404174
2017-02-09,77.57119754071272
2017-02-10,85.15491980009159
2017-02-11,82.63143253228607
2017-02-12,79.29046732304818
2017-02-13,79.27491199554846
2017-02-14,76.55514597481985
2017-02-15,77.35566435685234
2017-02-16,80.5910111451723
2017-02-17,87.40652861460994
2017-02-18,84.10391731030522
2017-02-19,79.99169270253238
2017-02-20,79.23100871428642
2017-02-21,75.80958285862185
2017-02-22,75.96793716819714
2017-02-23,78.63498442510308
2017-02-24,84.96847472154015
2017-02-25,81.28030375326408
2017-02-26,76.88677441260205
2017-02-27,76.12711391626611
2017-02-28,72.81884391768932
2017-03-01,73.20249818879347
2017-03-02,76.2044370503065
2017-03-03,82.97741096657589
2017-03-04,79.82604283746986
2017-03-05,76.05731522910577
2017-03-06,75.82653024289833
2017-03-07,73.11147159557132
2017-03-08,74.13897544326923
2017-03-09,77.8209295489048
2017-03-10,85.29520393909885
2017-03-11,82.85150092862403
2017-03-12,79.78220128951799
2017-03-13,80.22866519730937
2017-03-14,78.15570909453007
2017-03-15,79.77845742641935
2017-03-16,83.9985823160067
2017-03-17,91.94542900157947
2017-03-18,89.90201092617188
2017-03-19,87.15594869253583
2017-03-20,87.84581042324608
2017-03-21,85.93557505277217
2017-03-22,87.96595456403873
2017-03-23,92.51691529966448
2017-03-24,100.72225290102503
2017-03-25,98.87085806082891
2017-03-26,96.25742994357756
2017-03-27,97.02856682841451
2017-03-28,95.1569632613772
2017-03-29,96.86792255181206
2017-03-30,101.07520898329516
2017-03-31,108.92174994350152
2017-04-01,106.70518495129589
2017-04-02,103.72834920319656
2017-04-03,104.14516252077269
2017-04-04,101.93465811536227
2017-04-05,103.32736403192037
2017-04-06,107.2410644658529
2017-04-07,114.82145271450756
2017-04-08,112.36767300693442
2017-04-09,109.18283782068397
2017-04-10,109.4199893257172
2017-04-11,107.05623598888988
2017-04-12,108.31927279556467
2017-04-13,111.95246586696985
2017-04-14,119.26821293762477
2017-04-15,116.56115908463555
2017-04-16,113.12975889080339
2017-04-17,113.12244111761974
2017-04-18,110.51194129936141
2017-04-19,111.52200428505473
2017-04-20,115.06347273940985
2017-04-21,122.27526218409312
2017-04-22,119.4502089916869
2017-04-23,115.88586779360381
2017-04-24,115.7307177842739
2017-04-25,112.95850106645128
2017-04-26,113.79489510646364
2017-04-27,117.15353651580317
2017-04-28,124.17689906502189
2017-04-29,121.16201570710076
2017-04-30,117.41112536633138
2017-05-01,117.07770906204297
2017-05-02,114.14064422782866
2017-05-03,114.79101693708627
2017-05-04,117.98695828330925
2017-05-05,124.8753290644115
2017-05-06,121.75693409507076
2017-05-07,117.93701026046824
2017-05-08,117.57112683756334
2017-05-09,114.63923167267805
2017-05-10,115.37205532079781
2017-05-11,118.68689967558332
2017-05-12,125.72832228954239
2017-05-13,122.79371317376823
2017-05-14,119.18385034036204
2017-05-15,119.04890248100631
2017-05-16,116.36260965973355
2017-05-17,117.34885039124708
2017-05-18,120.91761698763707
2017-05-19,128.20590495216186
2017-05-20,125.50350717573548
2017-05-21,122.10379273372959
2017-05-22,122.14993197398051
2017-05-23,119.60929203604266
2017-05-24,120.70020460458012
2017-05-25,124.32812157951925
2017-05-26,131.62665879938893
2017-05-27,128.8835136617607
2017-05-28,125.39133240953686
2017-05-29,125.29398575287121
2017-05-30,122.56097504988335
2017-05-31,123.41417009967361
2017-06-01,126.76389467656091
2017-06-02,133.74986157711083
2017-06-03,130.666945805628
2017-06-04,126.81587551735723
2017-06-05,126.34930420099545
2017-06-06,123.24599195686746
2017-06-07,123.73730321817025
2017-06-08,126.74304381378988
2017-06-09,133.41214619308298
2017-06-10,130.04819855898836
2017-06-11,125.95990451180357
2017-06-12,125.30694332484266
2017-06-13,122.07396480741568
2017-06-14,122.49693147980383
2017-06-15,125.49883545413984
2017-06-16,132.23030231937742
2017-06-17,128.99508013229448
2017-06-18,125.10050127707898
2017-06-19,124.70338724270628
2017-06-20,121.78412896758304
2017-06-21,122.5731529721066
2017-06-22,125.98679704074839
2017-06-23,133.16810309642523
2017-06-24,130.4125198243073
2017-06-25,127.01859653570459
2017-06-26,127.13413150397776
2017-06-27,124.73050026103354
2017-06-28,126.02936677896123
2017-06-29,129.93879408407798
2017-06-30,137.59425502553256
2017-07-01,135.28452933526714
2017-07-02,132.30256273995985
2017-07-03,132.7917464899355
2017-07-04,130.72033893546555
2017-07-05,132.30822934318743
2017-07-06,136.46305897969788
2017-07-07,144.32119992401132
2017-07-08,142.17357875816973
2017-07-09,139.31642315591472
2017-07-10,139.89739317994957
2017-07-11,137.88982345070815
2017-07-12,139.5192818716734
2017-07-13,143.69946622974695
2017-07-14,151.57294604261222
2017-07-15,149.43674412770352
2017-07-16,146.59284344075493
2017-07-17,147.19408850109684
2017-07-18,145.21821483220307
2017-07-19,146.89421890859524
2017-07-20,151.13809607222782
2017-07-21,159.09345908596165
2017-07-22,157.05703608524698
2017-07-23,154.32913661831054
2017-07-24,155.05955699061747
2017-07-25,153.22165893037595
2017-07-26,155.03883331778047
2017-07-27,159.42037436501096
2017-07-28,167.50227356199534
2017-07-29,165.57292760478566
2017-07-30,162.9238433829166
2017-07-31,163.69580471038591
2017-08-01,161.85322754874073
2017-08-02,163.61090766128046
2017-08-03,167.8701779657902
2017-08-04,175.75997669335436
2017-08-05,173.56281250772008
2017-08-06,170.56570197557227
2017-08-07,170.906536981172
2017-08-08,168.54860254484282
2017-08-09,169.70744367948998
2017-08-10,173.2870943898062
2017-08-11,180.4211670257787
2017-08-12,177.39878660740746
2017-08-13,173.51544538414439
2017-08-14,172.9192365208949
2017-08-15,169.58519006786202
2017-08-16,169.74191388133593
2017-08-17,172.30755786521857
2017-08-18,178.43060610755487
2017-08-19,174.41548882048156
2017-08-20,169.57309737516056
2017-08-21,168.06666987367845
2017-08-22,163.88577925968434
2017-08-23,163.2726355342425
2017-08-24,165.1577291647675
2017-08-25,170.70032856074687
2017-08-26,166.21383118431424
2017-08-27,161.0160583995484
2017-08-28,159.2749672863712
2017-08-29,154.98251601873375
2017-08-30,154.38089766594524
2017-08-31,156.3981714018188
2017-09-01,162.18880444918867
2017-09-02,158.05912332713172
2017-09-03,153.31776207972777
2017-09-04,152.12157692813133
2017-09-05,148.44975890831222
2017-09-06,148.53035319728107
2017-09-07,151.2762070053684
2017-09-08,157.82585149372744
2017-09-09,154.46930786556652
2017-09-10,150.49889656340576
2017-09-11,150.05551017116082
2017-09-12,147.10307287590044
2017-09-13,147.8553868449635
2017-09-14,151.2123796258013
2017-09-15,158.30125102991664
2017-09-16,155.40250360007585
2017-09-17,151.80093063865166
2017-09-18,151.63201865467295
2017-09-19,148.85648463657813
2017-09-20,149.68714740314266
2017-09-21,153.02514738763182
2017-09-22,160.00101489321008
2017-09-23,156.90057376075345
2017-09-24,153.01575844217538
2017-09-25,152.49080639933314
2017-09-26,149.2965521965943
2017-09-27,149.65702922537767
2017-09-28,152.48540063877462
2017-09-29,158.92472709351281
2017-09-30,155.27356593107996
2017-10-01,150.83648740681258
2017-10-02,149.76997722990822
2017-10-03,146.05645866297726
2017-10-04,145.93064636745126
2017-10-05,148.31525903714441
2017-10-06,154.36160297155703
2017-10-07,150.375024767857
2017-10-08,145.66532121101076
2017-10-09,144.39257698322692
2017-10-10,140.54116368109055
2017-10-11,140.34611147406852
2017-10-12,142.7288785569148
2017-10-13,148.83802770384338
2017-10-14,144.97480441228728
2017-10-15,140.44370030573816
2017-10-16,139.39846743212797
2017-10-17,135.81631154343827
2017-10-18,135.9244700324534
2017-10-19,138.63619393295207
2017-10-20,145.09163761853597
2017-10-21,141.58364524465978
2017-10-22,137.40851253328418
2017-10-23,136.71218496696952
2017-10-24,133.46461651766677
2017-10-25,133.88649132202295
2017-10-26,136.88532520369748
2017-10-27,143.59644896873172
2017-10-28,140.30886161824316
2017-10-29,136.31603197331657
2017-10-30,135.76211043337725
2017-10-31,132.6162763486813
2017-11-01,133.0994253955604
2017-11-02,136.12021635976214
2017-11-03,142.81598217865871
2017-11-04,139.4784966151445
2017-11-05,135.404678468461
2017-11-06,134.74269851511178
2017-11-07,131.46621807296378
2017-11-08,131.80096682109652
2017-11-09,134.66068225400767
2017-11-10,141.1879182379414
2017-11-11,137.67971623193378
2017-11-12,133.43822279133173
2017-11-13,132.61671974832998
2017-11-14,129.19379664392864
2017-11-15,129.39987321284949
2017-11-16,132.15309398563525
2017-11-17,138.6001017252777
2017-11-18,135.0416821366067
2017-11-19,130.78336204473203
2017-11-20,129.98142580412662
2017-11-21,126.61707776267521
2017-11-22,126.92295681040359
2017-11-23,129.8190233801701
2017-11-24,136.45332408716655
2017-11-25,133.12762516521155
2017-11-26,129.1479959387044
2017-11-27,128.67080651684267
2017-11-28,125.67686738316957
2017-11-29,126.39791720795776
